battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
1234.0,0.0,2.1,1.0,4.0,1.0,44.0,0.4,107.0,3.0,17.0,797.0,1054.0,2819.0,13.0,3,8,1,0,1
1002.0,0.0,0.8,1.0,0.0,1.0,35.0,0.5,83.0,2.0,4.0,1345.0,1416.0,1726.0,16.0,5,19,1,0,1
1547.0,1.0,2.9,0.0,2.0,0.0,57.0,0.4,114.0,1.0,3.0,347.0,957.0,1620.0,9.0,2,19,0,1,1
1906.0,0.0,0.9,1.0,3.0,0.0,14.0,0.5,114.0,4.0,12.0,199.0,867.0,3375.0,6.0,3,19,1,0,1
560.0,1.0,2.0,1.0,6.0,1.0,57.0,0.3,81.0,3.0,12.0,80.0,1327.0,2167.0,11.0,10,7,1,0,1
1602.0,0.0,2.7,0.0,4.0,1.0,46.0,0.6,118.0,1.0,5.0,273.0,1062.0,1862.0,16.0,9,2,1,0,1
1544.0,0.0,2.3,0.0,12.0,1.0,45.0,0.1,113.0,8.0,20.0,236.0,857.0,1300.0,8.0,7,18,1,1,0
1250.0,1.0,1.4,0.0,8.0,0.0,44.0,0.2,182.0,7.0,20.0,703.0,1011.0,1882.0,14.0,1,14,0,0,0
718.0,1.0,0.5,1.0,2.0,0.0,35.0,0.9,181.0,4.0,5.0,1226.0,1763.0,3021.0,10.0,4,12,0,0,1
1848.0,1.0,1.4,1.0,2.0,1.0,42.0,0.7,179.0,2.0,10.0,154.0,605.0,3902.0,11.0,9,3,1,0,1
1778.0,0.0,0.5,0.0,0.0,0.0,15.0,0.5,102.0,3.0,0.0,1445.0,1954.0,1214.0,5.0,0,14,1,0,0
833.0,1.0,2.2,0.0,4.0,0.0,27.0,0.9,124.0,1.0,6.0,359.0,1395.0,2150.0,9.0,5,7,0,1,1
1331.0,0.0,0.5,0.0,8.0,0.0,55.0,0.9,146.0,3.0,15.0,1162.0,1531.0,1732.0,6.0,2,11,1,0,1
517.0,0.0,1.4,1.0,3.0,1.0,33.0,0.8,183.0,4.0,8.0,660.0,974.0,3704.0,17.0,16,11,1,0,1
936.0,0.0,0.5,1.0,14.0,1.0,14.0,0.1,164.0,3.0,17.0,150.0,1677.0,3761.0,13.0,1,12,1,0,0
1948.0,0.0,2.8,1.0,5.0,1.0,18.0,0.2,135.0,2.0,14.0,477.0,571.0,816.0,16.0,2,3,1,0,0
589.0,1.0,0.5,0.0,1.0,1.0,59.0,0.7,146.0,8.0,4.0,759.0,1858.0,362.0,16.0,10,6,1,1,1
719.0,0.0,2.9,0.0,7.0,0.0,6.0,0.7,102.0,6.0,8.0,405.0,1141.0,841.0,9.0,1,2,1,0,0
1809.0,0.0,0.5,0.0,6.0,0.0,23.0,0.7,123.0,6.0,19.0,433.0,1661.0,2784.0,12.0,6,20,1,1,1
1083.0,0.0,1.0,0.0,6.0,0.0,52.0,0.9,126.0,2.0,20.0,925.0,1469.0,681.0,19.0,18,19,1,1,1
1412.0,0.0,0.6,0.0,9.0,0.0,57.0,0.2,86.0,3.0,10.0,2.0,660.0,1853.0,15.0,10,18,0,0,1
1944.0,1.0,0.5,0.0,5.0,1.0,36.0,0.1,197.0,6.0,18.0,1060.0,1970.0,584.0,17.0,14,13,1,1,0
1992.0,1.0,1.6,0.0,5.0,1.0,57.0,1.0,100.0,2.0,15.0,1552.0,1596.0,606.0,9.0,3,4,1,1,1
719.0,1.0,0.5,1.0,0.0,1.0,23.0,0.4,113.0,6.0,9.0,431.0,1727.0,3990.0,14.0,9,12,1,1,1
700.0,1.0,1.3,0.0,2.0,0.0,40.0,0.1,150.0,8.0,11.0,612.0,1325.0,2537.0,15.0,10,8,1,1,1
840.0,0.0,0.6,0.0,0.0,1.0,63.0,0.8,137.0,7.0,19.0,987.0,1081.0,3486.0,12.0,8,18,1,1,0
1352.0,0.0,2.4,0.0,5.0,1.0,6.0,0.9,92.0,6.0,9.0,629.0,1299.0,1309.0,12.0,1,14,1,0,0
902.0,1.0,0.7,0.0,3.0,0.0,3.0,0.3,134.0,7.0,9.0,675.0,1285.0,3411.0,12.0,11,15,0,0,1
1771.0,1.0,2.4,0.0,6.0,0.0,39.0,0.7,188.0,2.0,9.0,460.0,1203.0,794.0,9.0,1,16,1,1,1
1327.0,0.0,2.8,0.0,10.0,0.0,23.0,0.5,89.0,7.0,16.0,441.0,1721.0,872.0,7.0,5,4,1,1,1
864.0,1.0,3.0,1.0,0.0,1.0,54.0,0.7,187.0,2.0,1.0,127.0,1670.0,3121.0,18.0,2,16,1,1,1
673.0,1.0,2.2,1.0,2.0,0.0,3.0,0.4,84.0,2.0,9.0,1109.0,1247.0,2719.0,19.0,2,9,1,1,1
1433.0,1.0,2.3,0.0,2.0,1.0,5.0,0.1,129.0,5.0,11.0,420.0,784.0,2132.0,18.0,15,19,1,0,1
1886.0,1.0,1.6,0.0,0.0,1.0,47.0,0.1,180.0,5.0,6.0,362.0,1606.0,3287.0,12.0,3,17,1,0,1
634.0,1.0,0.8,0.0,5.0,0.0,41.0,0.2,192.0,1.0,12.0,1362.0,1853.0,3242.0,18.0,11,4,1,0,1
1835.0,1.0,2.3,0.0,4.0,1.0,11.0,0.1,193.0,7.0,13.0,385.0,583.0,448.0,18.0,17,14,1,0,0
1367.0,0.0,2.9,0.0,4.0,0.0,56.0,0.8,176.0,2.0,6.0,36.0,642.0,299.0,6.0,2,10,0,1,0
867.0,0.0,1.4,1.0,0.0,1.0,4.0,0.7,135.0,6.0,1.0,70.0,1974.0,790.0,13.0,6,3,1,1,0
1128.0,1.0,1.4,0.0,12.0,0.0,53.0,0.4,84.0,5.0,14.0,609.0,1370.0,2982.0,14.0,9,12,1,1,0
1202.0,0.0,0.8,0.0,2.0,0.0,49.0,0.5,131.0,1.0,8.0,197.0,1435.0,1177.0,15.0,13,7,1,1,1
1181.0,0.0,2.3,0.0,12.0,1.0,61.0,0.6,116.0,2.0,16.0,385.0,831.0,2020.0,6.0,0,18,1,1,0
1889.0,1.0,2.9,0.0,15.0,0.0,25.0,0.3,90.0,2.0,17.0,443.0,755.0,3689.0,9.0,6,2,1,0,1
1497.0,1.0,0.7,0.0,,0.0,32.0,0.7,92.0,3.0,9.0,1920.0,1933.0,1329.0,6.0,1,7,1,1,0
1656.0,1.0,0.5,1.0,8.0,1.0,38.0,0.1,,7.0,17.0,506.0,519.0,1499.0,12.0,8,19,1,0,1
1754.0,1.0,0.5,1.0,13.0,0.0,38.0,0.9,83.0,6.0,20.0,141.0,808.0,2765.0,6.0,4,7,1,1,0
1920.0,1.0,2.5,0.0,6.0,1.0,8.0,0.4,194.0,1.0,7.0,588.0,1125.0,2099.0,10.0,5,4,1,1,1
1157.0,1.0,0.8,0.0,7.0,0.0,27.0,0.1,88.0,8.0,8.0,1694.0,1798.0,2885.0,8.0,4,2,1,0,1
882.0,1.0,0.9,1.0,13.0,0.0,32.0,0.8,103.0,8.0,14.0,224.0,764.0,2437.0,17.0,14,15,0,1,1
681.0,0.0,0.5,1.0,12.0,1.0,17.0,0.9,194.0,5.0,19.0,371.0,1702.0,2548.0,6.0,1,5,1,0,1
1021.0,0.0,1.5,1.0,3.0,1.0,31.0,0.1,97.0,7.0,10.0,189.0,1327.0,1066.0,18.0,15,17,1,1,1
1589.0,0.0,0.6,0.0,0.0,0.0,5.0,0.8,112.0,5.0,2.0,776.0,1397.0,3430.0,7.0,5,19,1,1,1
1189.0,1.0,1.9,0.0,5.0,0.0,7.0,0.5,164.0,2.0,20.0,79.0,615.0,841.0,13.0,10,11,0,1,0
1939.0,1.0,1.3,0.0,5.0,0.0,58.0,0.3,174.0,2.0,17.0,49.0,974.0,2593.0,11.0,6,6,0,0,1
1483.0,1.0,2.6,1.0,13.0,0.0,19.0,0.6,146.0,7.0,19.0,361.0,1552.0,1587.0,9.0,4,19,0,0,0
1423.0,1.0,0.5,1.0,7.0,0.0,58.0,0.9,112.0,3.0,9.0,993.0,1295.0,1683.0,15.0,13,16,0,1,1
1741.0,1.0,0.5,1.0,6.0,0.0,37.0,0.7,183.0,1.0,16.0,9.0,1562.0,1415.0,17.0,9,10,0,0,1
1077.0,1.0,1.7,1.0,1.0,0.0,58.0,0.8,86.0,7.0,13.0,135.0,1892.0,3902.0,9.0,3,3,1,0,0
1733.0,1.0,1.5,1.0,4.0,1.0,6.0,0.9,170.0,1.0,15.0,590.0,997.0,3488.0,6.0,4,10,1,1,1
1065.0,0.0,1.7,1.0,4.0,1.0,48.0,0.3,162.0,6.0,8.0,1188.0,1948.0,265.0,8.0,0,12,1,0,0
1658.0,1.0,1.4,0.0,0.0,1.0,39.0,0.7,182.0,1.0,5.0,410.0,522.0,3483.0,10.0,1,15,1,0,1
785.0,0.0,2.4,0.0,6.0,0.0,16.0,0.2,135.0,3.0,13.0,223.0,1366.0,2637.0,12.0,8,16,0,0,0
557.0,0.0,0.5,1.0,3.0,0.0,17.0,0.2,89.0,6.0,4.0,322.0,710.0,2623.0,17.0,16,16,0,0,0
1315.0,1.0,0.9,0.0,3.0,1.0,40.0,0.6,162.0,6.0,6.0,1272.0,1316.0,3431.0,8.0,2,20,1,1,0
950.0,1.0,0.5,0.0,9.0,0.0,55.0,0.1,156.0,5.0,10.0,774.0,843.0,1095.0,14.0,12,13,0,1,0
530.0,0.0,2.4,0.0,1.0,0.0,32.0,0.3,88.0,6.0,20.0,48.0,1012.0,959.0,17.0,7,6,0,1,0
1914.0,0.0,0.7,0.0,1.0,0.0,35.0,0.6,118.0,8.0,2.0,942.0,1701.0,643.0,17.0,1,8,1,0,1
649.0,0.0,2.9,0.0,0.0,0.0,38.0,0.5,130.0,1.0,10.0,893.0,1185.0,558.0,8.0,4,11,1,1,1
1303.0,1.0,2.1,0.0,6.0,1.0,10.0,0.4,109.0,8.0,15.0,1335.0,1873.0,2219.0,9.0,3,15,1,1,1
964.0,0.0,2.0,0.0,0.0,1.0,22.0,0.7,86.0,8.0,0.0,225.0,1234.0,2577.0,17.0,16,5,1,1,0
1485.0,0.0,2.8,0.0,3.0,1.0,44.0,0.1,138.0,4.0,14.0,341.0,774.0,3271.0,14.0,12,8,1,1,0
650.0,1.0,1.5,0.0,12.0,0.0,48.0,0.8,187.0,4.0,14.0,986.0,1291.0,1622.0,8.0,6,19,1,1,1
1061.0,0.0,2.6,1.0,6.0,0.0,49.0,0.6,133.0,7.0,20.0,1009.0,1222.0,2260.0,19.0,16,2,0,0,1
1009.0,1.0,2.8,1.0,7.0,1.0,2.0,0.6,115.0,7.0,15.0,267.0,1841.0,2286.0,19.0,8,13,1,0,0
1811.0,0.0,1.2,0.0,18.0,1.0,25.0,0.8,185.0,6.0,19.0,1411.0,1443.0,1677.0,10.0,6,2,1,1,0
725.0,1.0,0.5,0.0,10.0,0.0,61.0,0.8,108.0,3.0,17.0,260.0,508.0,3074.0,7.0,6,12,0,0,1
1973.0,1.0,2.4,1.0,6.0,0.0,46.0,0.1,193.0,4.0,10.0,699.0,851.0,639.0,6.0,0,3,0,0,1
1008.0,0.0,2.5,0.0,3.0,0.0,36.0,1.0,109.0,1.0,14.0,825.0,1972.0,1083.0,6.0,4,6,0,0,0
1307.0,0.0,1.8,0.0,2.0,0.0,7.0,0.6,88.0,7.0,3.0,897.0,1103.0,1412.0,16.0,9,5,0,0,1
1800.0,1.0,3.0,0.0,5.0,0.0,53.0,0.3,87.0,1.0,12.0,191.0,1108.0,656.0,14.0,10,18,0,0,1
1154.0,0.0,2.0,0.0,6.0,1.0,35.0,0.8,159.0,5.0,16.0,1003.0,1827.0,3262.0,16.0,15,16,1,0,0
926.0,1.0,0.8,0.0,6.0,1.0,59.0,0.8,161.0,7.0,14.0,84.0,793.0,256.0,18.0,7,2,1,0,1
726.0,0.0,2.2,0.0,0.0,1.0,40.0,0.8,94.0,4.0,20.0,323.0,978.0,1342.0,16.0,11,4,1,1,1
1380.0,1.0,2.1,1.0,1.0,1.0,4.0,0.8,92.0,3.0,13.0,420.0,500.0,797.0,13.0,2,15,1,1,0
729.0,1.0,2.0,0.0,0.0,0.0,14.0,0.6,135.0,6.0,2.0,563.0,1055.0,3397.0,19.0,15,17,1,0,1
713.0,0.0,0.9,1.0,0.0,0.0,42.0,0.1,94.0,1.0,14.0,1048.0,1123.0,928.0,12.0,10,9,0,0,1
561.0,1.0,1.0,0.0,0.0,0.0,11.0,0.1,163.0,8.0,10.0,492.0,1176.0,3421.0,16.0,2,5,1,1,1
1213.0,1.0,0.5,0.0,0.0,0.0,16.0,0.5,108.0,5.0,0.0,226.0,1248.0,2700.0,12.0,3,9,0,0,1
1166.0,1.0,2.2,1.0,2.0,1.0,41.0,1.0,165.0,7.0,4.0,680.0,1078.0,482.0,19.0,11,11,1,1,1
1765.0,0.0,0.5,0.0,0.0,0.0,24.0,0.4,135.0,1.0,0.0,450.0,830.0,791.0,5.0,1,4,1,0,1
1077.0,1.0,2.5,0.0,13.0,1.0,49.0,0.6,131.0,4.0,14.0,334.0,1079.0,3454.0,17.0,11,2,1,0,1
1123.0,1.0,1.2,0.0,1.0,0.0,8.0,0.6,171.0,4.0,4.0,1096.0,1152.0,2877.0,17.0,9,12,0,1,0
1330.0,0.0,1.1,0.0,11.0,0.0,37.0,0.7,126.0,7.0,20.0,1103.0,1637.0,2166.0,10.0,1,4,1,0,0
1055.0,1.0,1.2,1.0,18.0,1.0,29.0,0.8,101.0,6.0,19.0,159.0,579.0,2364.0,13.0,3,3,1,1,1
1039.0,0.0,0.5,1.0,8.0,0.0,47.0,0.2,130.0,8.0,9.0,384.0,1878.0,1742.0,18.0,12,15,1,0,0
584.0,1.0,1.8,0.0,0.0,1.0,19.0,0.3,168.0,3.0,0.0,1123.0,1622.0,465.0,12.0,8,4,1,1,0
1999.0,0.0,0.5,1.0,1.0,1.0,15.0,0.7,183.0,8.0,11.0,33.0,653.0,3840.0,19.0,17,12,1,0,1
916.0,0.0,2.0,1.0,9.0,0.0,33.0,0.7,142.0,7.0,20.0,65.0,1867.0,1798.0,11.0,5,5,1,1,0
1308.0,0.0,1.9,0.0,0.0,1.0,61.0,0.7,106.0,3.0,7.0,59.0,1215.0,3355.0,15.0,2,4,1,0,1
1596.0,0.0,2.9,1.0,7.0,0.0,7.0,0.7,149.0,2.0,9.0,169.0,1190.0,2493.0,14.0,12,13,1,1,1
1083.0,1.0,2.9,1.0,1.0,1.0,39.0,1.0,173.0,8.0,2.0,523.0,542.0,3248.0,8.0,6,6,1,0,1
1444.0,0.0,0.6,0.0,2.0,0.0,48.0,0.5,82.0,5.0,17.0,1092.0,1554.0,2540.0,17.0,2,15,1,1,1
899.0,1.0,2.7,0.0,3.0,1.0,53.0,0.3,192.0,4.0,11.0,641.0,1638.0,2870.0,19.0,16,10,1,0,1
1970.0,0.0,1.6,1.0,11.0,1.0,58.0,0.3,80.0,8.0,19.0,654.0,882.0,2372.0,14.0,12,2,1,1,0
1280.0,1.0,1.3,0.0,0.0,1.0,39.0,1.0,108.0,7.0,1.0,356.0,588.0,2335.0,6.0,4,2,1,0,1
1577.0,0.0,1.0,1.0,0.0,1.0,64.0,0.1,105.0,3.0,7.0,116.0,1432.0,2967.0,7.0,3,7,1,1,1
1631.0,0.0,0.9,1.0,2.0,1.0,3.0,0.1,198.0,7.0,12.0,177.0,1905.0,301.0,13.0,5,13,1,0,0
1225.0,1.0,2.1,1.0,8.0,0.0,13.0,0.5,116.0,4.0,12.0,759.0,1404.0,3836.0,12.0,11,11,0,0,0
899.0,0.0,0.5,1.0,13.0,1.0,57.0,0.9,172.0,2.0,18.0,788.0,1331.0,364.0,11.0,1,7,1,1,0
919.0,0.0,0.5,1.0,11.0,0.0,13.0,0.3,159.0,1.0,15.0,275.0,570.0,1028.0,8.0,4,17,1,0,0
1692.0,0.0,2.2,0.0,5.0,1.0,11.0,0.1,151.0,3.0,7.0,1256.0,1386.0,524.0,5.0,2,10,1,1,0
628.0,1.0,1.8,0.0,5.0,0.0,60.0,0.2,87.0,6.0,6.0,1047.0,1534.0,1337.0,12.0,7,14,0,1,0
1334.0,1.0,2.4,0.0,5.0,1.0,42.0,0.6,115.0,5.0,14.0,1187.0,1974.0,2542.0,10.0,1,8,1,0,0
1705.0,1.0,2.8,0.0,2.0,1.0,23.0,1.0,122.0,3.0,20.0,1560.0,1808.0,1676.0,8.0,6,20,1,1,1
896.0,0.0,0.8,0.0,3.0,0.0,29.0,0.5,91.0,6.0,10.0,135.0,820.0,1650.0,16.0,6,13,1,0,0
1606.0,0.0,1.4,0.0,3.0,0.0,57.0,0.1,154.0,4.0,4.0,1127.0,1924.0,3454.0,13.0,8,20,0,0,1
1329.0,0.0,1.0,0.0,3.0,1.0,42.0,0.1,144.0,7.0,4.0,579.0,896.0,774.0,14.0,8,10,1,1,1
1998.0,1.0,1.2,0.0,8.0,,31.0,0.6,196.0,8.0,19.0,50.0,1356.0,2311.0,17.0,9,18,1,1,0
1831.0,1.0,2.2,1.0,4.0,0.0,55.0,1.0,189.0,8.0,9.0,1693.0,1790.0,1133.0,14.0,3,10,0,1,0
1981.0,1.0,1.9,1.0,13.0,0.0,45.0,0.3,175.0,6.0,18.0,193.0,1234.0,1380.0,10.0,1,13,0,1,0
1944.0,1.0,0.5,0.0,1.0,1.0,26.0,0.5,92.0,4.0,9.0,313.0,712.0,2322.0,19.0,8,7,1,0,1
815.0,0.0,2.0,1.0,4.0,0.0,51.0,0.3,85.0,6.0,12.0,982.0,1291.0,3469.0,5.0,4,6,1,0,1
1541.0,1.0,1.5,1.0,6.0,1.0,5.0,0.5,109.0,4.0,10.0,536.0,1656.0,1795.0,7.0,3,4,1,1,1
1739.0,0.0,1.0,0.0,1.0,0.0,15.0,0.9,100.0,1.0,7.0,426.0,793.0,3285.0,17.0,8,9,0,1,0
895.0,1.0,2.5,0.0,2.0,0.0,23.0,0.5,98.0,5.0,3.0,26.0,663.0,2724.0,16.0,14,7,0,0,0
1483.0,1.0,0.8,0.0,4.0,1.0,61.0,0.6,128.0,1.0,10.0,655.0,814.0,3843.0,11.0,8,20,1,0,1
1892.0,1.0,0.7,0.0,5.0,0.0,47.0,,110.0,4.0,10.0,1399.0,1564.0,2172.0,17.0,14,3,1,1,1
1373.0,1.0,,1.0,1.0,1.0,29.0,0.9,141.0,6.0,12.0,1220.0,1348.0,2752.0,15.0,2,7,1,1,1
667.0,0.0,2.6,1.0,3.0,0.0,8.0,0.8,185.0,1.0,7.0,1015.0,1947.0,2528.0,11.0,8,8,0,1,0
1157.0,1.0,2.6,1.0,4.0,0.0,4.0,0.9,149.0,7.0,6.0,878.0,1737.0,1453.0,17.0,10,9,1,0,0
1281.0,1.0,2.8,1.0,3.0,1.0,8.0,0.3,144.0,4.0,19.0,590.0,954.0,1851.0,8.0,2,9,1,1,0
805.0,1.0,1.7,1.0,0.0,1.0,58.0,0.9,168.0,3.0,10.0,81.0,1544.0,3397.0,7.0,6,2,1,0,0
1489.0,0.0,0.5,1.0,7.0,0.0,60.0,0.8,197.0,7.0,10.0,7.0,719.0,677.0,5.0,2,11,1,0,1
1496.0,1.0,2.0,1.0,4.0,0.0,42.0,0.5,182.0,5.0,5.0,96.0,741.0,854.0,16.0,0,7,0,1,1
1199.0,1.0,2.5,1.0,,1.0,16.0,0.2,116.0,4.0,20.0,1168.0,1552.0,3448.0,17.0,13,10,1,0,1
966.0,1.0,0.6,0.0,9.0,1.0,50.0,0.2,117.0,4.0,10.0,1446.0,1754.0,2574.0,10.0,1,5,1,0,1
591.0,1.0,0.7,0.0,1.0,0.0,21.0,0.1,185.0,6.0,7.0,361.0,555.0,2220.0,11.0,10,13,1,1,0
532.0,0.0,0.5,0.0,7.0,0.0,51.0,0.6,180.0,7.0,14.0,406.0,1249.0,1525.0,7.0,6,2,0,1,1
1108.0,0.0,1.0,0.0,3.0,0.0,49.0,0.7,140.0,5.0,12.0,1298.0,1666.0,,12.0,0,16,1,0,0
1452.0,1.0,0.9,1.0,6.0,1.0,36.0,0.5,82.0,5.0,12.0,667.0,1680.0,1005.0,12.0,4,15,1,0,1
1910.0,1.0,1.7,0.0,0.0,0.0,34.0,0.6,115.0,2.0,0.0,985.0,1284.0,309.0,8.0,4,10,0,0,1
1745.0,0.0,1.8,0.0,0.0,0.0,45.0,0.1,110.0,2.0,2.0,1070.0,1445.0,2352.0,11.0,9,16,1,0,1
1830.0,1.0,0.5,0.0,5.0,0.0,14.0,0.8,160.0,6.0,6.0,773.0,1353.0,1905.0,16.0,3,19,1,1,1
577.0,0.0,2.4,0.0,8.0,1.0,37.0,0.9,161.0,6.0,20.0,1087.0,1450.0,814.0,11.0,7,19,1,1,1
1540.0,0.0,0.7,1.0,0.0,1.0,29.0,0.1,157.0,7.0,1.0,318.0,831.0,1161.0,11.0,8,5,1,0,0
1076.0,0.0,2.3,1.0,0.0,1.0,14.0,0.7,191.0,5.0,0.0,1088.0,1718.0,2355.0,17.0,16,2,1,1,1
1195.0,1.0,1.1,1.0,2.0,1.0,8.0,0.9,80.0,6.0,6.0,327.0,1001.0,643.0,14.0,2,19,1,0,0
916.0,1.0,0.5,0.0,0.0,1.0,47.0,0.2,82.0,4.0,1.0,1147.0,1393.0,1659.0,11.0,10,11,1,1,0
635.0,1.0,0.6,1.0,1.0,1.0,50.0,0.3,97.0,5.0,13.0,193.0,989.0,2107.0,13.0,12,12,1,0,0
1713.0,0.0,2.5,1.0,1.0,0.0,27.0,0.9,127.0,7.0,3.0,729.0,974.0,2406.0,13.0,10,20,1,0,1
933.0,0.0,1.8,1.0,9.0,0.0,33.0,0.2,191.0,8.0,19.0,129.0,925.0,758.0,14.0,13,8,0,0,0
825.0,0.0,2.9,1.0,0.0,0.0,34.0,0.8,99.0,8.0,17.0,1471.0,1866.0,2915.0,8.0,2,10,1,1,0
903.0,0.0,1.0,1.0,0.0,1.0,50.0,0.4,91.0,1.0,0.0,1230.0,,711.0,9.0,5,10,1,1,0
1557.0,1.0,1.7,1.0,1.0,0.0,32.0,0.3,152.0,7.0,11.0,1407.0,1633.0,3048.0,17.0,11,7,1,0,0
734.0,1.0,2.7,1.0,1.0,1.0,32.0,0.8,93.0,8.0,5.0,138.0,1042.0,714.0,13.0,7,16,1,0,1
504.0,1.0,2.8,1.0,2.0,0.0,54.0,0.4,163.0,2.0,10.0,1207.0,1539.0,2378.0,17.0,11,2,1,0,0
1934.0,0.0,2.7,0.0,9.0,1.0,48.0,0.1,128.0,4.0,18.0,475.0,853.0,3370.0,7.0,6,2,1,0,1
913.0,0.0,1.7,1.0,12.0,0.0,58.0,0.2,200.0,5.0,14.0,849.0,1993.0,1061.0,17.0,12,5,0,0,0
1924.0,0.0,0.5,0.0,3.0,1.0,63.0,0.3,111.0,2.0,10.0,122.0,686.0,3423.0,13.0,3,19,1,0,0
1395.0,1.0,2.8,0.0,0.0,1.0,55.0,0.6,118.0,3.0,1.0,782.0,1787.0,3373.0,11.0,2,16,1,1,0
518.0,1.0,2.4,0.0,0.0,1.0,62.0,0.6,128.0,6.0,0.0,489.0,710.0,2514.0,16.0,12,7,1,1,1
1329.0,1.0,1.0,,1.0,0.0,52.0,0.9,181.0,6.0,2.0,1053.0,1458.0,1228.0,8.0,6,6,1,0,1
548.0,0.0,1.0,1.0,0.0,1.0,56.0,0.4,146.0,4.0,14.0,657.0,1657.0,562.0,17.0,14,8,1,1,1
831.0,0.0,2.4,0.0,,0.0,55.0,0.5,86.0,6.0,12.0,172.0,1239.0,1075.0,12.0,11,3,1,1,0
1256.0,0.0,0.5,0.0,3.0,0.0,8.0,0.4,191.0,1.0,9.0,396.0,644.0,2991.0,7.0,6,19,1,1,0
1621.0,1.0,0.6,1.0,14.0,0.0,59.0,0.7,160.0,7.0,16.0,213.0,1120.0,2706.0,12.0,3,20,1,0,0
1408.0,1.0,2.1,1.0,10.0,0.0,45.0,0.9,89.0,5.0,14.0,613.0,1088.0,3952.0,8.0,6,3,0,0,1
724.0,0.0,2.7,1.0,0.0,0.0,44.0,0.5,187.0,7.0,0.0,1273.0,1754.0,2311.0,7.0,6,7,1,0,0
947.0,0.0,0.8,1.0,0.0,1.0,22.0,0.1,197.0,2.0,13.0,1176.0,1220.0,2842.0,16.0,12,2,1,0,0
1632.0,1.0,1.1,0.0,2.0,1.0,45.0,0.8,132.0,4.0,3.0,22.0,1256.0,379.0,18.0,13,19,1,0,0
873.0,1.0,0.5,0.0,4.0,1.0,30.0,0.2,175.0,6.0,18.0,237.0,1531.0,3655.0,15.0,13,15,1,0,0
1162.0,1.0,2.9,1.0,2.0,0.0,57.0,0.3,146.0,7.0,19.0,9.0,555.0,1316.0,10.0,2,3,1,0,1
1332.0,0.0,0.8,1.0,2.0,0.0,11.0,0.5,187.0,2.0,4.0,758.0,1165.0,1285.0,5.0,0,9,1,1,0
846.0,1.0,2.6,0.0,0.0,1.0,58.0,0.1,,4.0,15.0,1140.0,1983.0,2248.0,16.0,8,13,1,0,0
1620.0,0.0,2.6,1.0,6.0,0.0,5.0,0.9,186.0,6.0,18.0,434.0,1339.0,1086.0,18.0,14,13,1,0,0
564.0,0.0,1.8,1.0,0.0,1.0,51.0,0.5,168.0,3.0,1.0,912.0,1980.0,1074.0,14.0,8,15,1,1,0
1521.0,1.0,1.6,0.0,5.0,1.0,62.0,0.3,143.0,1.0,9.0,678.0,1630.0,3555.0,5.0,2,19,1,0,0
804.0,0.0,1.5,0.0,5.0,1.0,12.0,1.0,183.0,1.0,10.0,1805.0,1978.0,2310.0,10.0,8,13,1,0,0
1034.0,1.0,0.7,0.0,7.0,1.0,47.0,0.2,105.0,6.0,15.0,214.0,1463.0,1835.0,8.0,1,9,1,0,0
1560.0,1.0,0.5,0.0,14.0,0.0,47.0,0.3,172.0,2.0,18.0,910.0,1908.0,1540.0,17.0,7,3,0,0,0
1823.0,0.0,2.8,1.0,11.0,0.0,10.0,0.6,81.0,8.0,19.0,362.0,1250.0,1812.0,5.0,0,19,1,1,1
652.0,0.0,0.5,0.0,6.0,0.0,3.0,0.6,193.0,1.0,8.0,1036.0,1345.0,2807.0,19.0,17,13,1,0,1
1653.0,0.0,0.7,1.0,1.0,1.0,13.0,0.5,114.0,4.0,15.0,1585.0,1896.0,2617.0,16.0,4,18,1,1,1
1270.0,0.0,0.5,0.0,1.0,1.0,62.0,0.5,142.0,4.0,2.0,566.0,695.0,3747.0,18.0,13,8,1,0,1
1290.0,0.0,1.3,0.0,0.0,0.0,31.0,0.7,117.0,8.0,0.0,599.0,750.0,1895.0,11.0,9,12,0,1,1
853.0,1.0,2.0,0.0,10.0,1.0,3.0,0.6,200.0,2.0,,674.0,740.0,3701.0,15.0,8,8,1,1,0
1770.0,1.0,2.3,0.0,0.0,0.0,9.0,0.6,183.0,6.0,5.0,1098.0,1373.0,3785.0,13.0,10,14,1,0,1
894.0,0.0,0.7,0.0,2.0,1.0,58.0,0.1,123.0,2.0,3.0,158.0,747.0,3305.0,12.0,7,2,1,0,0
1154.0,1.0,1.7,0.0,5.0,1.0,42.0,0.5,117.0,5.0,7.0,1068.0,1851.0,3950.0,17.0,14,19,1,1,0
543.0,0.0,0.5,0.0,0.0,0.0,57.0,0.7,192.0,5.0,4.0,391.0,984.0,2413.0,17.0,14,15,1,0,0
1554.0,1.0,0.5,1.0,11.0,0.0,5.0,1.0,124.0,3.0,12.0,395.0,1579.0,3635.0,7.0,4,18,0,0,0
790.0,0.0,2.0,1.0,16.0,1.0,11.0,0.3,87.0,6.0,17.0,347.0,730.0,3169.0,6.0,1,2,1,0,1
1487.0,0.0,1.5,0.0,5.0,1.0,42.0,0.8,120.0,2.0,7.0,857.0,989.0,2003.0,12.0,4,3,1,0,0
